PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Ademola Lookman,"€ 44,423","€ 2,310,000","€ 2,310,000",F,27,Nigeria,Atalanta,Serie A
Valentín Castellanos,"€ 44,423","€ 2,310,000","€ 2,310,000",F,26,Argentina,Lazio,Serie A
Lucas Beltrán,"€ 44,423","€ 2,310,000","€ 2,310,000",F,23,Argentina,Fiorentina,Serie A
Arkadiusz Milik,"€ 43,077","€ 2,240,000","€ 2,240,000",F,31,Poland,Juventus,Serie A
Andrea Colpani,"€ 42,692","€ 2,220,000","€ 2,220,000",F,25,Italy,Fiorentina,Serie A
Amir Richardson,"€ 42,692","€ 2,220,000","€ 2,220,000",M,23,Morocco,Fiorentina,Serie A
Devyne Rensch,"€ 42,692","€ 2,220,000","€ 2,220,000",D,22,Netherlands,Roma,Serie A
Michael Folorunsho,"€ 42,692","€ 2,220,000","€ 2,220,000",M,26,Italy,Fiorentina,Serie A
Alfred Duncan,"€ 42,692","€ 2,220,000","€ 2,220,000",M,31,Ghana,Venezia,Serie A
Juan Cabal,"€ 42,692","€ 2,220,000","€ 2,220,000",D,24,Colombia,Juventus,Serie A
Sergi Roberto,"€ 42,692","€ 2,220,000","€ 2,220,000",M,32,Spain,Como,Serie A
Patric,"€ 42,692","€ 2,220,000","€ 2,220,000",D,31,Spain,Lazio,Serie A
Rafa Marín,"€ 42,692","€ 2,220,000","€ 2,220,000",D,22,Spain,Napoli,Serie A
Michael Folorunsho,"€ 42,692","€ 2,220,000","€ 2,220,000",M,26,Italy,Napoli,Serie A
Luca Ranieri,"€ 42,692","€ 2,220,000","€ 2,220,000",D,25,Italy,Fiorentina,Serie A
Juan Miranda,"€ 42,692","€ 2,220,000","€ 2,220,000",D,25,Spain,Bologna,Serie A
Lloyd Kelly,"€ 42,692","€ 2,220,000","€ 2,220,000",D,26,England,Juventus,Serie A
Khvicha Kvaratskhelia,"€ 39,423","€ 2,050,000","€ 2,050,000",F,23,Georgia,Napoli,Serie A
Pablo Marí,"€ 39,423","€ 2,050,000","€ 2,050,000",D,31,Spain,Fiorentina,Serie A
Suat Serdar,"€ 39,423","€ 2,050,000","€ 2,050,000",M,27,Germany,Hellas Verona,Serie A
Toma Bašić,"€ 39,423","€ 2,050,000","€ 2,050,000",M,28,Croatia,Lazio,Serie A
Pablo Marí,"€ 39,423","€ 2,050,000","€ 2,050,000",D,31,Spain,Monza,Serie A
Daniel Maldini,"€ 39,231","€ 2,040,000","€ 2,040,000",F,23,Italy,Atalanta,Serie A
Gianluca Lapadula,"€ 39,231","€ 2,040,000","€ 2,040,000",F,34,Peru,Cagliari,Serie A
Tommaso Baldanzi,"€ 38,462","€ 2,000,000","€ 2,000,000",F,21,Italy,Roma,Serie A
Florinel Coman,"€ 38,462","€ 2,000,000","€ 2,000,000",F,26,Romania,Cagliari,Serie A
Gustav Isaksen,"€ 36,923","€ 1,920,000","€ 1,920,000",F,23,Denmark,Lazio,Serie A
Valentino Lazaro,"€ 36,923","€ 1,920,000","€ 1,920,000",M,28,Austria,Torino,Serie A
Yann Aurel Bisseck,"€ 36,923","€ 1,920,000","€ 1,920,000",D,24,Germany,Inter Milan,Serie A
Eldor Shomurodov,"€ 36,923","€ 1,920,000","€ 1,920,000",F,29,Uzbekistan,Roma,Serie A
Rui Patrício,"€ 36,923","€ 1,920,000","€ 1,920,000",K,36,Portugal,Atalanta,Serie A
Gerard Deulofeu,"€ 36,923","€ 1,920,000","€ 1,920,000",F,30,Spain,Udinese,Serie A
Dodô,"€ 36,923","€ 1,920,000","€ 1,920,000",D,26,Brazil,Fiorentina,Serie A
Yerry Mina,"€ 36,923","€ 1,920,000","€ 1,920,000",D,30,Colombia,Cagliari,Serie A
Lazar Samardžić,"€ 36,923","€ 1,920,000","€ 1,920,000",M,22,Serbia,Atalanta,Serie A
Junior Sambia,"€ 36,923","€ 1,920,000","€ 1,920,000",D,28,France,Empoli,Serie A
Warren Bondo,"€ 36,923","€ 1,920,000","€ 1,920,000",M,21,France,AC Milan,Serie A
Dennis Man,"€ 36,923","€ 1,920,000","€ 1,920,000",F,26,Romania,Parma,Serie A
Lucas Martínez Quarta,"€ 36,923","€ 1,920,000","€ 1,920,000",D,28,Argentina,Fiorentina,Serie A
Jakub Jankto,"€ 35,577","€ 1,850,000","€ 1,850,000",M,29,Czech Republic,Cagliari,Serie A
Davide Calabria,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,AC Milan,Serie A
Sebastiano Luperto,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Cagliari,Serie A
Samuel Dahl,"€ 35,577","€ 1,850,000","€ 1,850,000",D,21,Sweden,Roma,Serie A
Saud Abdulhamid,"€ 35,577","€ 1,850,000","€ 1,850,000",D,25,Saudi Arabia,Roma,Serie A
Alberto Dossena,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Italy,Como,Serie A
Tommaso Pobega,"€ 35,577","€ 1,850,000","€ 1,850,000",M,25,Italy,Bologna,Serie A
Borna Sosa,"€ 35,577","€ 1,850,000","€ 1,850,000",M,27,Croatia,Torino,Serie A
Remo Freuler,"€ 35,577","€ 1,850,000","€ 1,850,000",M,32,Switzerland,Bologna,Serie A
Nicolò Casale,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Italy,Bologna,Serie A
Philip Billing,"€ 35,577","€ 1,850,000","€ 1,850,000",M,28,Denmark,Napoli,Serie A
Pasquale Mazzocchi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,29,Italy,Napoli,Serie A
Davide Calabria,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Bologna,Serie A
Máximo Perrone,"€ 35,577","€ 1,850,000","€ 1,850,000",M,22,Argentina,Como,Serie A
Yann Karamoh,"€ 35,577","€ 1,850,000","€ 1,850,000",F,26,France,Torino,Serie A
Juan Jesus,"€ 35,577","€ 1,850,000","€ 1,850,000",D,33,Brazil,Napoli,Serie A
Nicolás Valentini,"€ 35,577","€ 1,850,000","€ 1,850,000",D,23,Argentina,Hellas Verona,Serie A
Rafael Tolói,"€ 35,577","€ 1,850,000","€ 1,850,000",D,34,Italy,Atalanta,Serie A
Odilon Kossounou,"€ 35,577","€ 1,850,000","€ 1,850,000",D,24,Cote d'Ivoire,Atalanta,Serie A
Marten de Roon,"€ 35,577","€ 1,850,000","€ 1,850,000",M,33,Netherlands,Atalanta,Serie A
Mario Pasalic,"€ 35,577","€ 1,850,000","€ 1,850,000",M,29,Croatia,Atalanta,Serie A
Marco Brescianini,"€ 35,577","€ 1,850,000","€ 1,850,000",M,25,Italy,Atalanta,Serie A
Stefano Sensi,"€ 35,577","€ 1,850,000","€ 1,850,000",M,29,Italy,Monza,Serie A
Ionut Radu,"€ 35,577","€ 1,850,000","€ 1,850,000",K,27,Romania,Inter Milan,Serie A
Gaetano Castrovilli,"€ 35,577","€ 1,850,000","€ 1,850,000",M,27,Italy,Monza,Serie A
Danilo D'Ambrosio,"€ 35,577","€ 1,850,000","€ 1,850,000",D,36,Italy,Monza,Serie A
Alessio Cragno,"€ 35,577","€ 1,850,000","€ 1,850,000",K,30,Italy,Monza,Serie A
Kevin Bonifazi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Lecce,Serie A
Ante Rebić,"€ 35,577","€ 1,850,000","€ 1,850,000",F,31,Croatia,Lecce,Serie A
Ionut Radu,"€ 35,577","€ 1,850,000","€ 1,850,000",K,27,Romania,Venezia,Serie A
Edoardo Bove,"€ 35,577","€ 1,850,000","€ 1,850,000",M,22,Italy,Fiorentina,Serie A
Loum Tchaouna,"€ 35,577","€ 1,850,000","€ 1,850,000",F,21,France,Lazio,Serie A
Michael Kayode,"€ 35,577","€ 1,850,000","€ 1,850,000",D,20,Italy,Fiorentina,Serie A
Gaetano Castrovilli,"€ 35,577","€ 1,850,000","€ 1,850,000",M,27,Italy,Lazio,Serie A
Nicolò Zaniolo,"€ 35,577","€ 1,850,000","€ 1,850,000",F,25,Italy,Fiorentina,Serie A
Pietro Comuzzo,"€ 35,577","€ 1,850,000","€ 1,850,000",D,20,Italy,Fiorentina,Serie A
Fabio Miretti,"€ 35,577","€ 1,850,000","€ 1,850,000",M,21,Italy,Genoa,Serie A
Nicolas Viola,"€ 35,577","€ 1,850,000","€ 1,850,000",F,35,Italy,Cagliari,Serie A
Milan Badelj,"€ 34,423","€ 1,790,000","€ 1,790,000",M,35,Croatia,Genoa,Serie A
Perr Schuurs,"€ 34,423","€ 1,790,000","€ 1,790,000",D,25,Netherlands,Torino,Serie A
Gianluca Caprari,"€ 32,115","€ 1,670,000","€ 1,670,000",F,31,Italy,Monza,Serie A
Davide Zappacosta,"€ 32,115","€ 1,670,000","€ 1,670,000",M,32,Italy,Atalanta,Serie A
Isak Hien,"€ 32,115","€ 1,670,000","€ 1,670,000",D,26,Sweden,Atalanta,Serie A
Christian Kabasele,"€ 32,115","€ 1,670,000","€ 1,670,000",D,33,Belgium,Udinese,Serie A
Saúl Coco,"€ 32,115","€ 1,670,000","€ 1,670,000",D,25,Equatorial Guinea,Torino,Serie A
Lukasz Skorupski,"€ 32,115","€ 1,670,000","€ 1,670,000",K,33,Poland,Bologna,Serie A
Enrico Del Prato,"€ 32,115","€ 1,670,000","€ 1,670,000",D,25,Italy,Parma,Serie A
Emil Audero,"€ 32,115","€ 1,670,000","€ 1,670,000",K,27,Italy,Como,Serie A
Jean-Daniel Akpa Akpro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,32,Cote d'Ivoire,Monza,Serie A
Nicolas Haas,"€ 32,115","€ 1,670,000","€ 1,670,000",M,29,Switzerland,Empoli,Serie A
Pietro Terracciano,"€ 32,115","€ 1,670,000","€ 1,670,000",K,34,Italy,Fiorentina,Serie A
Mattéo Guendouzi,"€ 32,115","€ 1,670,000","€ 1,670,000",M,25,France,Lazio,Serie A
Jean-Daniel Akpa Akpro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,31,Cote d'Ivoire,Lazio,Serie A
Ivan Ilić,"€ 29,615","€ 1,540,000","€ 1,540,000",M,23,Serbia,Torino,Serie A
Cyril Ngonge,"€ 29,615","€ 1,540,000","€ 1,540,000",F,24,Belgium,Napoli,Serie A
Amin Sarr,"€ 28,846","€ 1,500,000","€ 1,500,000",F,23,Sweden,Hellas Verona,Serie A
Pierluigi Gollini,"€ 28,462","€ 1,480,000","€ 1,480,000",K,29,Italy,Genoa,Serie A
Matteo Pessina,"€ 28,462","€ 1,480,000","€ 1,480,000",M,27,Italy,Monza,Serie A
Reda Belahyane,"€ 28,462","€ 1,480,000","€ 1,480,000",M,20,Morocco,Lazio,Serie A
Abdelhamid Sabiri,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,Morocco,Fiorentina,Serie A
Matteo Cancellieri,"€ 28,462","€ 1,480,000","€ 1,480,000",F,22,Italy,Parma,Serie A
Marco Carnesecchi,"€ 28,462","€ 1,480,000","€ 1,480,000",K,24,Italy,Atalanta,Serie A
Patrick Ciurria,"€ 28,462","€ 1,480,000","€ 1,480,000",M,29,Italy,Monza,Serie A
Tiago Djaló,"€ 28,462","€ 1,480,000","€ 1,480,000",D,24,Portugal,Juventus,Serie A
Liam Henderson,"€ 28,462","€ 1,480,000","€ 1,480,000",M,28,Scotland,Empoli,Serie A
Renato Veiga,"€ 28,462","€ 1,480,000","€ 1,480,000",D,21,Portugal,Juventus,Serie A
Silvere Ganvoula,"€ 28,462","€ 1,480,000","€ 1,480,000",F,28,Congo,Monza,Serie A
Anastasios Douvikas,"€ 28,462","€ 1,480,000","€ 1,480,000",F,25,Greece,Como,Serie A
Pierluigi Gollini,"€ 28,462","€ 1,480,000","€ 1,480,000",K,29,Italy,Roma,Serie A
Filippo Terracciano,"€ 28,462","€ 1,480,000","€ 1,480,000",D,21,Italy,AC Milan,Serie A
Ismaël Bennacer,"€ 28,462","€ 1,480,000","€ 1,480,000",M,26,Algeria,AC Milan,Serie A
Berat Djimsiti,"€ 28,462","€ 1,480,000","€ 1,480,000",D,31,Albania,Atalanta,Serie A
Simone Verdi,"€ 28,462","€ 1,480,000","€ 1,480,000",F,32,Italy,Como,Serie A
Mandela Keita,"€ 26,731","€ 1,390,000","€ 1,390,000",M,22,Belgium,Parma,Serie A
Tajon Buchanan,"€ 26,731","€ 1,390,000","€ 1,390,000",M,25,Canada,Inter Milan,Serie A
Lautaro Giannetti,"€ 26,731","€ 1,390,000","€ 1,390,000",D,31,Argentina,Udinese,Serie A
Maxwel Cornet,"€ 26,731","€ 1,390,000","€ 1,390,000",F,28,Cote d'Ivoire,Genoa,Serie A
Nicolò Fagioli,"€ 26,731","€ 1,390,000","€ 1,390,000",M,23,Italy,Juventus,Serie A
Nicolò Fagioli,"€ 26,731","€ 1,390,000","€ 1,390,000",M,23,Italy,Fiorentina,Serie A
Mërgim Vojvoda,"€ 26,731","€ 1,390,000","€ 1,390,000",D,30,Kosovo,Como,Serie A
Jesse Joronen,"€ 26,731","€ 1,390,000","€ 1,390,000",K,31,Finland,Venezia,Serie A
Jean Onana,"€ 26,731","€ 1,390,000","€ 1,390,000",M,25,Cameroon,Genoa,Serie A
Daniele Baselli,"€ 25,000","€ 1,300,000","€ 1,300,000",M,32,Italy,Como,Serie A
Marco Silvestri,"€ 25,000","€ 1,300,000","€ 1,300,000",K,33,Italy,Empoli,Serie A
Mattia Bani,"€ 25,000","€ 1,300,000","€ 1,300,000",D,31,Italy,Genoa,Serie A
Jurgen Ekkelenkamp,"€ 25,000","€ 1,300,000","€ 1,300,000",F,24,Netherlands,Udinese,Serie A
Oumar Solet,"€ 25,000","€ 1,300,000","€ 1,300,000",D,24,France,Udinese,Serie A
Vanja Milinković-Savić,"€ 25,000","€ 1,300,000","€ 1,300,000",K,27,Serbia,Torino,Serie A
Alberto Moreno,"€ 25,000","€ 1,300,000","€ 1,300,000",D,32,Spain,Como,Serie A
Frédéric Guilbert,"€ 25,000","€ 1,300,000","€ 1,300,000",D,30,France,Lecce,Serie A
Leonardo Pavoletti,"€ 25,000","€ 1,300,000","€ 1,300,000",F,36,Italy,Cagliari,Serie A
Marcus Holmgren Pedersen,"€ 25,000","€ 1,300,000","€ 1,300,000",M,24,Norway,Torino,Serie A
Alberto Grassi,"€ 25,000","€ 1,300,000","€ 1,300,000",M,29,Italy,Empoli,Serie A
Kike Pérez,"€ 25,000","€ 1,300,000","€ 1,300,000",M,27,Spain,Venezia,Serie A
Joel Pohjanpalo,"€ 24,615","€ 1,280,000","€ 1,280,000",F,29,Finland,Venezia,Serie A
Aarón Martín,"€ 24,615","€ 1,280,000","€ 1,280,000",D,27,Spain,Genoa,Serie A
Pietro Pellegri,"€ 24,615","€ 1,280,000","€ 1,280,000",F,23,Italy,Empoli,Serie A
Ruslan Malinovskyi,"€ 24,615","€ 1,280,000","€ 1,280,000",F,31,Ukraine,Genoa,Serie A
Noah Okafor,"€ 24,615","€ 1,280,000","€ 1,280,000",F,24,Switzerland,Napoli,Serie A
Alexis Saelemaekers,"€ 24,615","€ 1,280,000","€ 1,280,000",F,25,Belgium,Roma,Serie A
Răzvan Marin,"€ 24,615","€ 1,280,000","€ 1,280,000",M,28,Romania,Cagliari,Serie A
Mile Svilar,"€ 24,615","€ 1,280,000","€ 1,280,000",K,25,Serbia,Roma,Serie A
Adam Masina,"€ 24,615","€ 1,280,000","€ 1,280,000",D,31,Morocco,Torino,Serie A
Adrien Tamèze,"€ 24,615","€ 1,280,000","€ 1,280,000",M,31,France,Torino,Serie A
Lewis Ferguson,"€ 24,615","€ 1,280,000","€ 1,280,000",F,25,Scotland,Bologna,Serie A
Domagoj Bradarić,"€ 24,615","€ 1,280,000","€ 1,280,000",D,25,Croatia,Hellas Verona,Serie A
Christian Gytkjaer,"€ 24,615","€ 1,280,000","€ 1,280,000",F,34,Denmark,Venezia,Serie A
Noah Okafor,"€ 24,615","€ 1,280,000","€ 1,280,000",F,24,Switzerland,AC Milan,Serie A
Mario Gila,"€ 24,615","€ 1,280,000","€ 1,280,000",D,24,Spain,Lazio,Serie A
Luca Caldirola,"€ 24,231","€ 1,260,000","€ 1,260,000",D,34,Italy,Monza,Serie A
Nikola Moro,"€ 23,846","€ 1,240,000","€ 1,240,000",M,26,Croatia,Bologna,Serie A
Hassane Kamara,"€ 22,115","€ 1,150,000","€ 1,150,000",D,30,Cote d'Ivoire,Udinese,Serie A
Gvidas Gineitis,"€ 21,346","€ 1,110,000","€ 1,110,000",M,20,Lithuania,Torino,Serie A
Álex Jiménez,"€ 21,346","€ 1,110,000","€ 1,110,000",D,19,Spain,AC Milan,Serie A
Jens Odgaard,"€ 21,346","€ 1,110,000","€ 1,110,000",F,25,Denmark,Bologna,Serie A
Nicolò Cambiaghi,"€ 21,346","€ 1,110,000","€ 1,110,000",F,24,Italy,Bologna,Serie A
Gabriele Zappa,"€ 21,346","€ 1,110,000","€ 1,110,000",D,25,Italy,Cagliari,Serie A
José Luis Palomino,"€ 21,346","€ 1,110,000","€ 1,110,000",D,35,Argentina,Cagliari,Serie A
Zito Luvumbo,"€ 21,346","€ 1,110,000","€ 1,110,000",F,22,Angola,Cagliari,Serie A
Marc Oliver Kempf,"€ 21,346","€ 1,110,000","€ 1,110,000",D,30,Germany,Como,Serie A
Emmanuel Gyasi,"€ 21,346","€ 1,110,000","€ 1,110,000",F,31,Ghana,Empoli,Serie A
Youssef Maleh,"€ 21,346","€ 1,110,000","€ 1,110,000",M,26,Morocco,Empoli,Serie A
Cher Ndour,"€ 21,346","€ 1,110,000","€ 1,110,000",M,20,Italy,Fiorentina,Serie A
Giangiacomo Magnani,"€ 21,346","€ 1,110,000","€ 1,110,000",D,28,Italy,Hellas Verona,Serie A
Tomás Palacios,"€ 21,346","€ 1,110,000","€ 1,110,000",D,21,Argentina,Inter Milan,Serie A
Federico Baschirotto,"€ 21,346","€ 1,110,000","€ 1,110,000",D,28,Italy,Lecce,Serie A
Wladimiro Falcone,"€ 21,346","€ 1,110,000","€ 1,110,000",K,29,Italy,Lecce,Serie A
Daniel Maldini,"€ 21,346","€ 1,110,000","€ 1,110,000",F,22,Italy,Monza,Serie A
Dany Mota,"€ 21,346","€ 1,110,000","€ 1,110,000",F,26,Portugal,Monza,Serie A
Tomás Palacios,"€ 21,346","€ 1,110,000","€ 1,110,000",D,21,Argentina,Monza,Serie A
Nahuel Estévez,"€ 21,346","€ 1,110,000","€ 1,110,000",M,29,Argentina,Parma,Serie A
Pontus Almqvist,"€ 21,346","€ 1,110,000","€ 1,110,000",F,25,Sweden,Parma,Serie A
Sebastian Walukiewicz,"€ 21,346","€ 1,110,000","€ 1,110,000",D,24,Poland,Torino,Serie A
Jesper Karlström,"€ 21,346","€ 1,110,000","€ 1,110,000",M,29,Sweden,Udinese,Serie A
Antonio Candela,"€ 21,346","€ 1,110,000","€ 1,110,000",D,24,Italy,Venezia,Serie A
Cheick Condé,"€ 21,346","€ 1,110,000","€ 1,110,000",M,24,Guinea,Venezia,Serie A
John Yeboah,"€ 21,346","€ 1,110,000","€ 1,110,000",F,24,Ecuador,Venezia,Serie A
Mikael Egill Ellertsson,"€ 21,346","€ 1,110,000","€ 1,110,000",M,22,Iceland,Venezia,Serie A
Ondrej Duda,"€ 21,154","€ 1,100,000","€ 1,100,000",M,30,Slovakia,Hellas Verona,Serie A
Jonathan Ikoné,"€ 20,962","€ 1,090,000","€ 1,090,000",F,26,France,Fiorentina,Serie A
Jonathan Ikoné,"€ 20,962","€ 1,090,000","€ 1,090,000",F,26,France,Como,Serie A
Morten Thorsby,"€ 20,000","€ 1,040,000","€ 1,040,000",M,28,Norway,Genoa,Serie A
Johan Vásquez,"€ 19,808","€ 1,030,000","€ 1,030,000",D,26,Mexico,Genoa,Serie A
Yacine Adli,"€ 19,808","€ 1,030,000","€ 1,030,000",M,24,France,Fiorentina,Serie A
Adrián Bernabé,"€ 19,808","€ 1,030,000","€ 1,030,000",M,23,Spain,Parma,Serie A
Michel Aebischer,"€ 19,808","€ 1,030,000","€ 1,030,000",M,28,Switzerland,Bologna,Serie A
Nemanja Radonjić,"€ 19,808","€ 1,030,000","€ 1,030,000",F,28,Serbia,Torino,Serie A
Jesper Karlsson,"€ 19,808","€ 1,030,000","€ 1,030,000",F,26,Sweden,Lecce,Serie A
Jesper Karlsson,"€ 19,808","€ 1,030,000","€ 1,030,000",F,26,Sweden,Bologna,Serie A
Jaka Bijol,"€ 19,808","€ 1,030,000","€ 1,030,000",D,26,Slovenia,Udinese,Serie A
Milan Djuric,"€ 19,808","€ 1,030,000","€ 1,030,000",F,34,Bosnia-Herzegovina,Parma,Serie A
Morten Frendrup,"€ 19,808","€ 1,030,000","€ 1,030,000",M,23,Denmark,Genoa,Serie A
Malick Thiaw,"€ 19,808","€ 1,030,000","€ 1,030,000",D,23,Germany,AC Milan,Serie A
Christos Mandas,"€ 19,808","€ 1,030,000","€ 1,030,000",K,23,Greece,Lazio,Serie A
Emil Holm,"€ 19,808","€ 1,030,000","€ 1,030,000",D,24,Sweden,Bologna,Serie A
Dan Ndoye,"€ 19,808","€ 1,030,000","€ 1,030,000",F,24,Switzerland,Bologna,Serie A
Victor Nelsson,"€ 19,615","€ 1,020,000","€ 1,020,000",D,26,Denmark,Roma,Serie A
Alberto Cerri,"€ 19,615","€ 1,020,000","€ 1,020,000",F,28,Italy,Como,Serie A
Emil Bohinen,"€ 19,231","€ 1,000,000","€ 1,000,000",M,25,Norway,Genoa,Serie A
Stefan Posch,"€ 19,231","€ 1,000,000","€ 1,000,000",D,27,Austria,Atalanta,Serie A
Stefan Posch,"€ 19,231","€ 1,000,000","€ 1,000,000",D,27,Austria,Bologna,Serie A
Nicola Sansone,"€ 19,231","€ 1,000,000","€ 1,000,000",F,33,Italy,Lecce,Serie A
Jhon Lucumí,"€ 18,462","€ 960,000","€ 960,000",D,26,Colombia,Bologna,Serie A
Antonino Gallo,"€ 18,462","€ 960,000","€ 960,000",D,25,Italy,Lecce,Serie A
Brenner,"€ 18,462","€ 960,000","€ 960,000",F,25,Brazil,Udinese,Serie A
Antoine Makoumbou,"€ 18,077","€ 940,000","€ 940,000",M,26,Congo,Cagliari,Serie A
Tommaso Martinelli,"€ 17,885","€ 930,000","€ 930,000",K,19,Italy,Fiorentina,Serie A
Zion Suzuki,"€ 17,885","€ 930,000","€ 930,000",K,22,Japan,Parma,Serie A
Santiago Castro,"€ 17,885","€ 930,000","€ 930,000",F,20,Argentina,Bologna,Serie A
Martin Erlić,"€ 17,885","€ 930,000","€ 930,000",D,27,Croatia,Bologna,Serie A
Mattia De Sciglio,"€ 17,885","€ 930,000","€ 930,000",D,32,Italy,Empoli,Serie A
Matteo Ruggeri,"€ 17,885","€ 930,000","€ 930,000",M,22,Italy,Atalanta,Serie A
Yannik Engelhardt,"€ 17,885","€ 930,000","€ 930,000",M,23,Germany,Como,Serie A
Oliver Provstgaard,"€ 17,885","€ 930,000","€ 930,000",D,21,Denmark,Lazio,Serie A
Andrea Carboni,"€ 17,885","€ 930,000","€ 930,000",D,24,Italy,Monza,Serie A
Nicolò Savona,"€ 17,885","€ 930,000","€ 930,000",D,22,Italy,Juventus,Serie A
Nicola Zalewski,"€ 17,885","€ 930,000","€ 930,000",M,23,Poland,Inter Milan,Serie A
Assane Diao,"€ 17,885","€ 930,000","€ 930,000",F,19,Spain,Como,Serie A
Pepe Reina,"€ 17,885","€ 930,000","€ 930,000",K,42,Spain,Como,Serie A
Charalampos Lykogiannis,"€ 17,885","€ 930,000","€ 930,000",D,31,Greece,Bologna,Serie A
Nico Paz,"€ 17,885","€ 930,000","€ 930,000",F,20,Argentina,Como,Serie A
Alessandro Vogliacco,"€ 17,885","€ 930,000","€ 930,000",D,25,Italy,Genoa,Serie A
Jacob Ondrejka,"€ 17,885","€ 930,000","€ 930,000",F,22,Sweden,Parma,Serie A
Jean Butez,"€ 17,885","€ 930,000","€ 930,000",K,29,France,Como,Serie A
Marco Sportiello,"€ 17,885","€ 930,000","€ 930,000",K,32,Italy,AC Milan,Serie A
André Anderson,"€ 17,885","€ 930,000","€ 930,000",F,25,Italy,Lazio,Serie A
Emanuele Valeri,"€ 17,885","€ 930,000","€ 930,000",D,26,Italy,Parma,Serie A
Lorenzo Colombo,"€ 17,885","€ 930,000","€ 930,000",F,22,Italy,Empoli,Serie A
Gianluca Gaetano,"€ 17,885","€ 930,000","€ 930,000",F,24,Italy,Cagliari,Serie A
Davide Faraoni,"€ 17,885","€ 930,000","€ 930,000",D,33,Italy,Hellas Verona,Serie A
Ibrahim Sulemana,"€ 17,885","€ 930,000","€ 930,000",M,21,Ghana,Atalanta,Serie A
Alberto Costa,"€ 17,885","€ 930,000","€ 930,000",D,21,Portugal,Juventus,Serie A
Adam Obert,"€ 17,885","€ 930,000","€ 930,000",D,22,Slovakia,Cagliari,Serie A
Marko Pajac,"€ 17,885","€ 930,000","€ 930,000",D,31,Croatia,Genoa,Serie A
Mathew Ryan,"€ 17,885","€ 930,000","€ 930,000",K,32,Australia,Roma,Serie A
Nadir Zortea,"€ 17,885","€ 930,000","€ 930,000",M,25,Italy,Cagliari,Serie A
Paulo Azzi,"€ 17,885","€ 930,000","€ 930,000",D,30,Brazil,Cagliari,Serie A
Alessandro Vogliacco,"€ 17,885","€ 930,000","€ 930,000",D,26,Italy,Parma,Serie A
Tommaso Augello,"€ 17,885","€ 930,000","€ 930,000",D,30,Italy,Cagliari,Serie A
Alessandro Circati,"€ 17,885","€ 930,000","€ 930,000",D,21,Australia,Parma,Serie A
Giuseppe Pezzella,"€ 17,885","€ 930,000","€ 930,000",D,27,Italy,Empoli,Serie A
Brooke Norton-Cuffy,"€ 17,885","€ 930,000","€ 930,000",D,21,England,Genoa,Serie A
Anass Salah-Eddine,"€ 17,885","€ 930,000","€ 930,000",D,23,Netherlands,Roma,Serie A
Ola Solbakken,"€ 17,308","€ 900,000","€ 900,000",F,26,Norway,Empoli,Serie A
Sandi Lovrić,"€ 17,308","€ 900,000","€ 900,000",M,26,Slovenia,Udinese,Serie A
Sam Beukema,"€ 17,308","€ 900,000","€ 900,000",D,26,Netherlands,Bologna,Serie A
Szymon Żurkowski,"€ 17,308","€ 900,000","€ 900,000",M,27,Poland,Empoli,Serie A
Mërgim Vojvoda,"€ 17,308","€ 900,000","€ 900,000",M,29,Kosovo,Torino,Serie A
Wylan Cyprien,"€ 17,308","€ 900,000","€ 900,000",M,29,France,Parma,Serie A
Ardian Ismajli,"€ 17,308","€ 900,000","€ 900,000",D,28,Albania,Empoli,Serie A
Keinan Davis,"€ 17,308","€ 900,000","€ 900,000",F,26,England,Udinese,Serie A
Kingsley Ehizibue,"€ 17,308","€ 900,000","€ 900,000",D,29,Netherlands,Udinese,Serie A
Maduka Okoye,"€ 17,308","€ 900,000","€ 900,000",K,25,Nigeria,Udinese,Serie A
Martín Payero,"€ 17,308","€ 900,000","€ 900,000",M,26,Argentina,Udinese,Serie A
Milan Djuric,"€ 17,308","€ 900,000","€ 900,000",F,34,Bosnia-Herzegovina,Monza,Serie A
Stefano Turati,"€ 16,346","€ 850,000","€ 850,000",K,23,Italy,Monza,Serie A
Daniel Fila,"€ 15,962","€ 830,000","€ 830,000",F,22,Czech Republic,Venezia,Serie A
Samuele Birindelli,"€ 15,962","€ 830,000","€ 830,000",D,25,Italy,Monza,Serie A
Alieu Fadera,"€ 15,962","€ 830,000","€ 830,000",F,23,The Gambia,Como,Serie A
Darko Lazović,"€ 15,962","€ 830,000","€ 830,000",M,34,Serbia,Hellas Verona,Serie A
Arijon Ibrahimovic,"€ 15,962","€ 830,000","€ 830,000",F,19,Germany,Lazio,Serie A
Alessandro Gabrielloni,"€ 15,000","€ 780,000","€ 780,000",F,30,Italy,Como,Serie A
